ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
277	Jirel	To throw	kjuɹat̪e	kjuɹat̪e	k j u ɹ + a + t̪ e	k.j u.ɹ + a + t̪ e	1000
278	Kagate	Head	ɡo	ɡo	g o	g o	1284
279	Kagate	Hair	ta	ta	t̪ a	t̪ a	1282
280	Kagate	Eye	mi	mi	m i	m i	1246
281	Kagate	Ear	namdzjo	namdzjo	n a m + dzj/dʑ o	n a.m + dzj/dʑ o	1238
282	Kagate	Nose	nasum	nasum	n a + s u m	n a + s u.m	1352
283	Kagate	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
284	Kagate	Teeth	so	so	s o	s o	1446
285	Kagate	Tongue	tse	tse	!ts/tɕ e	!ts/tɕ e	1444
286	Kagate	Breast	oma	oma	o + m a	o + m a	1211
287	Kagate	Breast	praŋɡok	praŋɡok	p r a ŋ + g o k	p.r a.ŋ + g o.k	119
288	Kagate	Belly	topa	topa	t̪ o + p a	t̪ o + p a	1193
289	Kagate	Skin	koba	koba	k o + b a	k o + b a	726
290	Kagate	Bone	rekok	rekok	r e + k o k	r e + k o.k	1208
291	Kagate	Heart	niŋ	niŋ	n i ŋ	n i.ŋ	1288
292	Kagate	Blood	tʰa	tʰa	t̪ʰ a	t̪ʰ a	1206
293	Kagate	House	kʰim	kʰim	kʰ i m	kʰ i.m	1300
294	Kagate	Firewood	siŋ	siŋ	s i ŋ	s i.ŋ	1254
295	Kagate	Knife	kart̪a	kart̪a	k a r + t̪ a	k a.r + t̪ a	422
296	Kagate	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
297	Kagate	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
298	Kagate	Sun	ŋima	ŋima	ŋ i + m a	ŋ i + m a	1418
299	Kagate	Moon	d̪aɡarmu	d̪aɡarmu	d̪ a + g/k a r + m u	d̪ a + g/k a.r + m u	1327
300	Kagate	Sky	nam	nam	n a m	n a.m	1392
301	Kagate	Star	karma	karma	k a r + m a	k a.r + m a	1410
302	Kagate	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
303	Kagate	River	tsaŋbu	tsaŋbu	ts a ŋ + b u	ts a.ŋ + b u	1368
304	Kagate	Cloud	mukpa	mukpa	m u k + p a	m u.k + p a	176
305	Kagate	Rainbow	dzakormu	dzakormu	dz a + k o r + m u	dz a + k o.r + m u	1358
306	Kagate	Wind	hlaba	hlaba	h l a + b a	h.l a + b a	1486
307	Kagate	Stone	t̪o	t̪o	t̪ o	t̪ o	1416
308	Kagate	Sand	pema	pema	p e + m a	p e + m a	1382
309	Kagate	Fire	me	me	m e	m e	1251
310	Kagate	Mud	sebi	sebi	s e + b i	s e + b i	534
311	Kagate	Dust	t̪ʰaldzuk	t̪ʰaldzuk	t̪ʰ a + l Ø/a + dz u k	t̪ʰ a + l Ø/a + dz u.k	1237
312	Kagate	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	t̪ o.ŋ + b o	1039
313	Kagate	Leaf	loma	loma	l o + m a	l o + m a	1315
314	Kagate	Root	tsarŋe	tsarŋe	ts a r + ŋ e	ts a.r + ŋ e	1371
315	Kagate	Flower	mend̪o	mend̪o	m e + ⁿd̪/d̪ o	m e + ⁿd̪/d̪ o	1257
316	Kagate	Fruit	brumd̪o	brumd̪o	b r u m + d̪ o	b.r u.m + d̪ o	12
317	Kagate	Wheat (husked)	nẽjã	nẽjã	n ẽ + j ã	n ẽ + j ã	1092
318	Kagate	Barley	wa	wa	w a	w a	54
319	Kagate	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
320	Kagate	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
321	Kagate	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
322	Kagate	Egg	tɕjamuɡoŋa	tɕjamuɡoŋa	tɕj/tɕ a + m u + !g/k o + ŋ a	tɕj/tɕ a + m u + !g/k o + ŋ a	1242
323	Kagate	Horns	rwaɡa	rwaɡa	r w a + g a	r.w a + g a	1292
324	Kagate	Tail	ŋama	ŋama	ŋ a + m a	ŋ a + m a	1419
325	Kagate	Goat	ra	ra	r a	r a	1269
326	Kagate	Dog	kʰi	kʰi	kʰ i	kʰ i	1231
327	Kagate	Snake	prul	prul	p r u l	p.r u.l	1401
328	Kagate	Mosquito	lamkʰute	lamkʰute	l a m + !kʰ/k u + t̪ e	l a.m + !kʰ/k u + t̪ e	523
329	Kagate	Ant	tomak	tomak	t̪ o + m a k	t̪ o + m a.k	1183
330	Kagate	Spider	kiɡor	kiɡor	k i + g o r	k i + g o.r	56
331	Kagate	Name	min	min	m i n	m i.n	1344
332	Kagate	Woman	penpidza	penpidza	p e n + p i + dz a	p e.n + p i + dz a	1134
333	Kagate	Father	aba	aba	a + b a	a + b a	1249
334	Kagate	Mother	ama	ama	a + m a	a + m a	1338
335	Kagate	Son	pu	pu	p u	p u	1403
336	Kagate	Daughter	pomo	pomo	p o/u + m o	p o/u + m o	1227
337	Kagate	Husband	kʰjobo	kʰjobo	kʰ j o + b o	kʰ.j o + b o	1304
338	Kagate	Wife	tɕʰjuŋma	tɕʰjuŋma	tɕʰj/tɕʰ u ŋ + m a	tɕʰj/tɕʰ u.ŋ + m a	74
339	Kagate	Wife	peme	peme	p e !Ø/n + m e	p e.!Ø/n + m e	1121
340	Kagate	Morning	ŋamu	ŋamu	ŋ a + m u	ŋ a + m u	1331
341	Kagate	Yesterday	d̪aŋ	d̪aŋ	d̪ a ŋ	d̪ a.ŋ	1151
342	Kagate	Today	t̪iriŋ	t̪iriŋ	t̪ i + r i ŋ	t̪ i + r i.ŋ	1438
343	Kagate	Tomorrow	ŋart̪o	ŋart̪o	ŋ a r + t̪ o	ŋ a.r + t̪ o	1028
344	Kagate	Year	lo	lo	l o	l o	1494
345	Kagate	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
346	Kagate	Good	jabu	jabu	j a + b u	j a + b u	1272
347	Kagate	Good	dzebu	dzebu	dz e + b u	dz e + b u	331
348	Kagate	Bad	majiba	majiba	m a + j i + b a	m a + j i + b a	114
349	Kagate	Bad	marikpa	marikpa	m a + r i k + !p/b a	m a + r i.k + !p/b a	111
350	Kagate	Wet	taŋbu	taŋbu	t̪ a ŋ + b u	t̪ a.ŋ + b u	1081
351	Kagate	Dry	kambu	kambu	k a m + b u	k a.m + b u	1234
352	Kagate	Long	riŋbu	riŋbu	r i ŋ + b u	r i.ŋ + b u	1321
353	Kagate	Short	t̪ʰimi	t̪ʰimi	t̪ʰ i + m i	t̪ʰ i + m i	1386
354	Kagate	Hot	dombo	dombo	d̪ o + ⁿb/b o	d̪ o + ⁿb/b o	398
355	Kagate	Cold	taŋmu	taŋmu	t̪ a ŋ + m u	t̪ a.ŋ + m u	179
356	Kagate	Right	tɕjabutsʰole	tɕjabutsʰole	tɕ j a + b u + tsʰ o + l e	tɕ j a + b u + tsʰ o + l e	663
357	Kagate	Left	joma	joma	j o + m a	j o + m a	1317
358	Kagate	Near	t̪ʰama	t̪ʰama	t̪ʰ a + m a	t̪ʰ a + m a	1345
359	Kagate	Far	t̪ʰariŋbu	t̪ʰariŋbu	t̪ʰ a + r i ŋ + b u	t̪ʰ a + r i.ŋ + b u	1247
360	Kagate	Big	tɕʰjombo	tɕʰjombo	tɕʰj/tɕʰ o + ⁿb/b o	tɕʰj/tɕʰ o + ⁿb/b o	1195
361	Kagate	Small	tɕʰimi	tɕʰimi	tɕʰ i + m i	tɕʰ i + m i	732
362	Kagate	Heavy	tsend̪i	tsend̪i	!ts/tɕ e + ⁿd̪/d̪ i	!ts/tɕ e + ⁿd̪/d̪ i	1290
363	Kagate	Light	jaŋd̪i	jaŋd̪i	j a ŋ + d̪ i	j a.ŋ + d̪ i	1319
364	Kagate	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	t̪ʰ o + l a	1
365	Kagate	White	karmu	karmu	k a r + m u	k a.r + m u	1472
366	Kagate	Black	nakpu	nakpu	n a k + p u	n a.k + p u	1203
367	Kagate	Red	marmu	marmu	m a r + m u	m a.r + m u	1360
368	Kagate	One	tɕi	tɕi	tɕ i Ø/k	tɕ i.Ø/k	1354
369	Kagate	Two	ŋi	ŋi	ŋ i	ŋ i	1452
370	Kagate	Three	sum	sum	s u m	s u.m	1433
371	Kagate	Four	ɕi	ɕi	ɕ i	ɕ i	1262
372	Kagate	Five	ŋa	ŋa	ŋ a	ŋ a	1310
373	Kagate	Six	tuk	tuk	t̪ u k	t̪ u.k	1388
374	Kagate	Seven	t̪in	t̪in	t̪ i n	t̪ i.n	1384
375	Kagate	Eight	ke	ke	k e	k e	1245
376	Kagate	Nine	ku	ku	k u	k u	1351
377	Kagate	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
378	Kagate	Twenty	ŋiɕju	ŋiɕju	ŋ i + ɕj/tɕ u	ŋ i + ɕj/tɕ u	1451
379	Kagate	One Hundred	kjatɕik	kjatɕik	k j a + tɕ i k	k.j a + tɕ i.k	1303
380	Kagate	Who	su	su	s u	s u	1474
381	Kagate	What	tsi	tsi	!ts/tɕ i	!ts/tɕ i	1464
382	Kagate	Where	kala	kala	k a + l a	k a + l a	1470
383	Kagate	This	d̪ikʰo	d̪ikʰo	d̪ i + kʰ o	d̪ i + kʰ o	1428
384	Kagate	That	wokʰo	wokʰo	w o + kʰ o	w o + kʰ o	786
385	Kagate	Many	maŋbu	maŋbu	m a ŋ + b u	m a.ŋ + b u	1323
386	Kagate	All	t̪ʰamdzer	t̪ʰamdzer	t̪ʰ a m + dz e r	t̪ʰ a.m + dz e.r	1175
387	Kagate	To eat	sadze	sadze	s a + dz e	s a + dz e	1240
388	Kagate	To bite	murtse	murtse	m u r + !ts/dz e	m u.r + !ts/dz e	1202
389	Kagate	To drink	t̪ʰuŋdze	t̪ʰuŋdze	t̪ʰ u ŋ + dz e	t̪ʰ u.ŋ + dz e	1232
390	Kagate	To sleep	ɲaldze	ɲaldze	ɲ a l + dz e	ɲ a.l + dz e	1394
391	Kagate	To give	t̪ertse	t̪ertse	t̪ e r + !ts/dz e	t̪ e.r + !ts/dz e	1268
392	Kagate	To die	ɕidze	ɕidze	ɕ i + dz e	ɕ i + dz e	1230
393	Kagate	To kill	setse	setse	s e + !ts/dz e	s e + !ts/dz e	1311
394	Kagate	To fly	urtse	urtse	!Ø/pʰ u r + !ts/dz e	!Ø/pʰ u.r + !ts/dz e	1259
395	Kagate	To walk	dodze	dodze	d̪ o + dz e	d̪ o + dz e	1453
396	Kagate	To run	tɕʰjoŋdze	tɕʰjoŋdze	tɕʰj/tɕʰ o ŋ + dz e	tɕʰj/tɕʰ o.ŋ + dz e	967
397	Kagate	To come	oŋdze	oŋdze	o ŋ + dz e	o.ŋ + dz e	1223
398	Kagate	I	ŋa	ŋa	ŋ a	ŋ a	1310
399	Kagate	You (informal)	kʰjo	kʰjo	kʰ j o	kʰ.j o	1430
400	Kagate	We (inclusive)	u	u	u	u	1070
401	Kagate	You (plural)	kʰjokja	kʰjokja	kʰ j o + k j a	kʰ.j o + k.j a	1498
402	Kagate	Hailstone	serak	serak	s e + r a k	s e + r a.k	1280
403	Kagate	Horse	t̪abu	t̪abu	t̪ a + b u	t̪ a + b u	1294
404	Kagate	Pig	pʰa	pʰa	pʰ a	pʰ a	1356
405	Kagate	Stick	perka	perka	p e r + k a	p e.r + k a	762
406	Kagate	To chew	d̪etse	d̪etse	d̪ e + !ts/dz e	d̪ e + !ts/dz e	868
407	Kagate	To throw	kurtse	kurtse	k !Ø/j u r + !ts/dz e	k.!Ø/j u.r + !ts/dz e	1000
408	Lowa	Head	ŋɡo	ŋɡo	ⁿg/g o	ⁿg/g o	1284
409	Lowa	Head	ŋɡowa	ŋɡowa	ⁿg/g o + w a	ⁿg/g o + w a	1284
410	Lowa	Hair	ʂɹa	ʂɹa	ʂ ɹ/ɾ a	ʂ.ɹ/ɾ a	1282
411	Lowa	Eye	mik	mik	m i k	m i.k	1246
412	Lowa	Ear	amtɕjoʔ	amtɕjoʔ	a m + tɕj/tɕ o ʔ	a.m + tɕj/tɕ o.ʔ	1239
413	Lowa	Nose	na	na	n a	n a	1352
414	Lowa	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
415	Lowa	Teeth	so	so	s o	s o	1446
416	Lowa	Tongue	tsemu	tsemu	!ts/tɕ e + m u	!ts/tɕ e + m u	1444
417	Lowa	Breast	oma	oma	o + m a	o + m a	1211
418	Lowa	Belly	pʰowa	pʰowa	pʰ o + w a	pʰ o + w a	1192
419	Lowa	Skin	pawo	pawo	p a + w o	p a + w o	1389
420	Lowa	Bone	ɹuko	ɹuko	ɹ/ɾ u + k o	ɹ/ɾ u + k o	1208
421	Lowa	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
422	Lowa	Blood	tʰak	tʰak	t̪ʰ a k	t̪ʰ a.k	1206
423	Lowa	House	kʰaŋpa	kʰaŋpa	kʰ a ŋ + p a	kʰ a.ŋ + p a	1301
424	Lowa	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
425	Lowa	Knife	tʰi	tʰi	t̪ʰ i	t̪ʰ i	1313
426	Lowa	Rope	t̪ʰaɡpa	t̪ʰaɡpa	t̪ʰ a g/k + p a	t̪ʰ a.g/k + p a	1374
427	Lowa	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
428	Lowa	Sun	ɲima	ɲima	ɲ i + m a	ɲ i + m a	1418
429	Lowa	Moon	nd̪a	nd̪a	ⁿd/d a	ⁿd/d a	1327
430	Lowa	Sky	nam	nam	n a m	n a.m	1392
431	Lowa	Star	kaɹma	kaɹma	k aɹ/a + m a	k aɹ/a + m a	1410
432	Lowa	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
433	Lowa	River	tsaŋpo	tsaŋpo	ts a ŋ + p o	ts a.ŋ + p o	1368
434	Lowa	Cloud	ʂɹiŋpa	ʂɹiŋpa	ʂ ɹ/ɾ i ŋ + p a	ʂ.ɹ/ɾ i.ŋ + p a	1216
435	Lowa	Rainbow	ndʑja	ndʑja	ⁿdʑj/dʑ a	ⁿdʑj/dʑ a	1358
436	Lowa	Wind	luŋ	luŋ	l u ŋ	l u.ŋ	1485
437	Lowa	Wind	luŋpo	luŋpo	l u ŋ + p o	l u.ŋ + p o	1485
438	Lowa	Stone	t̪okoŋ	t̪okoŋ	t̪ o + k o ŋ	t̪ o + k o.ŋ	1416
439	Lowa	Sand	pema	pema	p e + m a	p e + m a	1382
440	Lowa	Fire	me	me	m e	m e	1251
441	Lowa	Mud	n̪d̪ampak	n̪d̪ampak	ⁿd/d a m + p a k	ⁿd/d a.m + p a.k	1342
442	Lowa	Mud	sa	sa	s a	s a	534
443	Lowa	Dust	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	1237
444	Lowa	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	t̪ o.ŋ + b o	1039
445	Lowa	Leaf	loma	loma	l o + m a	l o + m a	1315
446	Lowa	Root	tsawa	tsawa	ts a + w a	ts a + w a	1371
447	Lowa	Flower	ment̪o	ment̪o	m e + ⁿt̪/t̪ o !Ø/ʔ	m e + ⁿt̪/t̪ o.!Ø/ʔ	1257
448	Lowa	Fruit	ɕiŋt̪oʔ	ɕiŋt̪oʔ	ɕ i ŋ + t̪ o ʔ	ɕ i.ŋ + t̪ o.ʔ	1263
449	Lowa	Wheat (husked)	to	to	t̪ o	t̪ o	1091
450	Lowa	Barley	ne	ne	n e	n e	53
451	Lowa	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1296
452	Lowa	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
453	Lowa	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
454	Lowa	Egg	koŋa	koŋa	k o + ŋ a	k o + ŋ a	1242
455	Lowa	Horns	ɹakjoʔ	ɹakjoʔ	ɹ/ɾ a + k j o ʔ	ɹ/ɾ a + k.j o.ʔ	1292
456	Lowa	Tail	ŋama	ŋama	ŋ a + m a	ŋ a + m a	1419
457	Lowa	Goat	ɹa	ɹa	!ɹ/ɾ a	!ɹ/ɾ a	1269
458	Lowa	Dog	kʰi	kʰi	kʰ i	kʰ i	1231
459	Lowa	Snake	tu	tu	t̪ u	t̪ u	1401
460	Lowa	Snake	tʰu	tʰu	!tʰ/t̪ u	!tʰ/t̪ u	1401
461	Lowa	Mosquito	t̪uŋdaŋ	t̪uŋdaŋ	t̪ u ŋ + d a ŋ	t̪ u.ŋ + d a.ŋ	1333
462	Lowa	Ant	mbudaɲa	mbudaɲa	ⁿb/b u + d a + ɲ a	ⁿb/b u + d a + ɲ a	49
463	Lowa	Spider	mbut̪om	mbut̪om	ⁿb/b u + t̪ o m	ⁿb/b u + t̪ o.m	1406
464	Lowa	Name	miŋ	miŋ	m i ŋ	m i.ŋ	1344
465	Lowa	Woman	keme	keme	k e + m e	k e + m e	71
466	Lowa	Father	ake	ake	a + k e	a + k e	64
467	Lowa	Mother	ama	ama	a + m a	a + m a	1338
468	Lowa	Son	pidza	pidza	p i + dz a	p i + dz a	1403
469	Lowa	Daughter	pomo	pomo	p o + m o	p o + m o	1227
470	Lowa	Husband	kʰjoɡa	kʰjoɡa	kʰ j o + g a	kʰ.j o + g a	1304
471	Lowa	Wife	keme	keme	k e + m e	k e + m e	71
472	Lowa	Morning	ŋat̪o	ŋat̪o	ŋ a + t̪ o	ŋ a + t̪ o	1331
473	Lowa	Yesterday	nd̪aŋ	nd̪aŋ	ⁿd/d a ŋ	ⁿd/d a.ŋ	1151
474	Lowa	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɾ i ŋ	t̪ i + ɾ i.ŋ	1438
475	Lowa	Tomorrow	ŋeto	ŋeto	ŋ !e/a + t̪ o	ŋ !e/a + t̪ o	1028
476	Lowa	Year	lo	lo	l o	l o	1494
477	Lowa	New	sawa	sawa	s a + w a	s a + w a	1349
478	Lowa	Good	ka	ka	k a	k a	334
479	Lowa	Good	saŋa	saŋa	s a ŋ + !Ø/ŋ a	s a.ŋ + !Ø/ŋ a	1271
480	Lowa	Bad	a	a	a	a	39
481	Lowa	Bad	ŋempa	ŋempa	ŋ e m + p a	ŋ e.m + p a	1185
482	Lowa	Wet	taŋa	taŋa	t̪ a ŋ + a	t̪ a.ŋ + a	1081
483	Lowa	Dry	kampo	kampo	k a m + p o	k a.m + p o	1234
484	Lowa	Long	ɹiŋa	ɹiŋa	ɹ/ɾ i ŋ + !Ø/ŋ a	ɹ/ɾ i.ŋ + !Ø/ŋ a	1321
485	Lowa	Short	t̪uŋwa	t̪uŋwa	t̪ u ŋ + w a	t̪ u.ŋ + w a	1386
486	Lowa	Hot	tsʰa	tsʰa	tsʰ a	tsʰ a	1296
487	Lowa	Cold	taɡmo	taɡmo	t̪ a !g/ŋ + m o	t̪ a.!g/ŋ + m o	179
488	Lowa	Right	jewa	jewa	j e + w a	j e + w a	1365
489	Lowa	Left	jømpa	jømpa	j ø m/n + p a	j ø.m/n + p a	1317
490	Lowa	Near	ŋe	ŋe	ŋ e	ŋ e	1345
491	Lowa	Far	t̪ʰaɡɾiŋa	t̪ʰaɡɾiŋa	t̪ʰ a g/k + ɾ i !Ø/ŋ + ŋ a	t̪ʰ a.g/k + ɾ i.!Ø/ŋ + ŋ a	1247
492	Lowa	Big	tsʰe	tsʰe	tsʰ e	tsʰ e	1195
493	Lowa	Small	tɕuŋwa	tɕuŋwa	tɕ u ŋ + w a	tɕ u.ŋ + w a	1397
494	Lowa	Heavy	ndze	ndze	!ⁿdz/tɕ e	!ⁿdz/tɕ e	1290
495	Lowa	Light	jaŋa	jaŋa	j a !Ø/ŋ + ŋ a	j a.!Ø/ŋ + ŋ a	1319
496	Lowa	Above	t̪ʰøʔ	t̪ʰøʔ	t̪ʰ ø ʔ	t̪ʰ ø.ʔ	1
497	Lowa	White	kawo	kawo	k a + w o	k a + w o	1472
498	Lowa	Black	naɡpo	naɡpo	n a g/k + p o	n a.g/k + p o	1203
499	Lowa	Red	mawo	mawo	m a + !w/m o	m a + !w/m o	1360
500	Lowa	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
501	Lowa	Two	ɲi	ɲi	ɲ i	ɲ i	1452
502	Lowa	Three	sum	sum	s u m	s u.m	1433
503	Lowa	Four	ɕi	ɕi	ɕ i	ɕ i	1262
504	Lowa	Five	ŋa	ŋa	ŋ a	ŋ a	1310
505	Lowa	Six	tuk	tuk	t̪ u k	t̪ u.k	1388
506	Lowa	Six	tʰɹuk	tʰɹuk	t̪ʰ ɾ u k	t̪ʰ.ɾ u.k	1388
507	Lowa	Seven	t̪yn	t̪yn	t̪ y n	t̪ y.n	1384
508	Lowa	Eight	ke	ke	k e	k e	1245
509	Lowa	Nine	ku	ku	k u	k u	1351
510	Lowa	Ten	tɕu	tɕu	tɕ u	tɕ u	1422
511	Lowa	Twenty	ɲidʑu	ɲidʑu	ɲ i + dʑ/tɕ u	ɲ i + dʑ/tɕ u	1451
512	Lowa	One Hundred	kjat̪ʰampa	kjat̪ʰampa	k j a + t̪ʰ a m + p a	k.j a + t̪ʰ a.m + p a	1303
513	Lowa	Who	su	su	s u	s u	1474
514	Lowa	What	ki	ki	!k/tɕ i	!k/tɕ i	17
515	Lowa	Where	karu	karu	k a + !r/ɾ u	k a + !r/ɾ u	1470
516	Lowa	This	nd̪i	nd̪i	ⁿd/d i	ⁿd/d i	1428
517	Lowa	That	jy	jy	j y	j y	790
518	Lowa	That	wy	wy	!w/j y	!w/j y	790
519	Lowa	Many	maŋa	maŋa	m a ŋ + !Ø/ŋ a	m a.ŋ + !Ø/ŋ a	1323
520	Lowa	All	kiɾi	kiɾi	k i + ɾ i	k i + ɾ i	149
521	Lowa	To eat	saje	saje	s a + j e	s a + j e	1240
522	Lowa	To bite	soɡjapje	soɡjapje	s o + g j a p + j e	s o + g.j a.p + j e	1198
523	Lowa	To bite	mukje	mukje	m u g/k + j e	m u.g/k + j e	1202
524	Lowa	To drink	t̪ʰuŋje	t̪ʰuŋje	t̪ʰ u ŋ + j e	t̪ʰ u.ŋ + j e	1232
525	Lowa	To sleep	ɲaje	ɲaje	ɲ a + j e	ɲ a + j e	1394
526	Lowa	To give	t̪eɾje	t̪eɾje	t̪ e ɾ + j e	t̪ e.ɾ + j e	1268
527	Lowa	To die	ɕije	ɕije	ɕ i + j e	ɕ i + j e	1230
528	Lowa	To kill	seje	seje	s e + j e	s e + j e	1311
529	Lowa	To fly	pʰuɾje	pʰuɾje	pʰ u ɾ + j e	pʰ u.ɾ + j e	1259
530	Lowa	To walk	ndoje	ndoje	ⁿd/d o + j e	ⁿd/d o + j e	1453
531	Lowa	To run	paŋt̪aŋje	paŋt̪aŋje	p a ŋ + t̪ a + ŋ j e	p a.ŋ + t̪ a + ŋ.j e	18
532	Lowa	To come	uŋje	uŋje	u ŋ + j e	u.ŋ + j e	1223
533	Lowa	I	ŋa	ŋa	ŋ a	ŋ a	1310
534	Lowa	You (informal)	kʰøʔ	kʰøʔ	kʰ !Ø/j ø ʔ	kʰ.!Ø/j ø.ʔ	1430
535	Lowa	We (inclusive)	woɾoŋ	woɾoŋ	w o + ɾ o ŋ	w o + ɾ o.ŋ	1066
536	Lowa	You (plural)	kʰekja	kʰekja	kʰ e + k j a	kʰ e + k.j a	1159
537	Lowa	Hailstone	seɾa	seɾa	s e + ɾ a	s e + ɾ a	1280
538	Lowa	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
539	Lowa	Pig	pʰak	pʰak	pʰ a k	pʰ a.k	1356
540	Lowa	Stick	pekjoʔ	pekjoʔ	p e k + j o ʔ	p e.k + j o.ʔ	762
541	Lowa	To chew	leje	leje	l e + j e	l e + j e	867
542	Lowa	To throw	juɡje	juɡje	j u !g/k + j e	j u.!g/k + j e	178
543	Nubri	Head	ko	ko	k o	k o	1284
544	Nubri	Hair	hɹa	hɹa	h ɹ a	h.ɹ a	1282
545	Nubri	Eye	mik	mik	m i k	m i.k	1246
546	Nubri	Ear	amtɕjoʔ	amtɕjoʔ	a m + tɕj/tɕ o ʔ	a.m + tɕj/tɕ o.ʔ	1239
547	Nubri	Nose	nat̪u	nat̪u	n a + t̪ u	n a + t̪ u	1352
548	Nubri	Mouth	kʰabt̪u	kʰabt̪u	kʰ !ab/a + t̪ u	kʰ !ab/a + t̪ u	1340
549	Nubri	Teeth	sa	sa	s a	s a	1446
550	Nubri	Tongue	tɕe	tɕe	tɕ e	tɕ e	1444
551	Nubri	Breast	tɕju	tɕju	tɕ j u	tɕ.j u	1422
552	Nubri	Belly	topa	topa	t̪ o + p a	t̪ o + p a	1193
553	Nubri	Skin	pau	pau	p a + !Ø/w !u/o	p a + !Ø/w !u/o	1389
554	Nubri	Bone	hɹypa	hɹypa	h ɹ y + p a	h.ɹ y + p a	1208
555	Nubri	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
556	Nubri	Blood	tʰa	tʰa	t̪ʰ a	t̪ʰ a	1206
557	Nubri	House	kʰim	kʰim	kʰ i m	kʰ i.m	1300
558	Nubri	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
559	Nubri	Knife	tuku	tuku	t̪ u + k u	t̪ u + k u	29
560	Nubri	Rope	t̪ʰaɡpa	t̪ʰaɡpa	t̪ʰ a g/k + p a	t̪ʰ a.g/k + p a	1374
561	Nubri	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
562	Nubri	Sun	ɲo	ɲo	ɲ o	ɲ o	1418
563	Nubri	Moon	t̪a	t̪a	t̪ a	t̪ a	1294
564	Nubri	Sky	nam	nam	n a m	n a.m	1392
565	Nubri	Star	kaɹma	kaɹma	k a ɹ + m a	k a.ɹ + m a	1410
566	Nubri	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
567	Nubri	River	kjuɡtɕʰju	kjuɡtɕʰju	k j u g/k + tɕʰ j u	k.j u.g/k + tɕʰ.j u	677
568	Nubri	Cloud	muɡpa	muɡpa	m u g/k + p a	m u.g/k + p a	176
569	Nubri	Rainbow	tɕja	tɕja	tɕj/tɕ a	tɕj/tɕ a	1358
570	Nubri	Wind	hlawa	hlawa	h l a + w a	h.l a + w a	1486
571	Nubri	Stone	t̪oh	t̪oh	t̪ o h	t̪ o.h	1416
572	Nubri	Sand	pɛ̃:	pɛ̃:	p ɛ̃ː/ɛ + Ø/m Ø/a	p ɛ̃ː/ɛ + Ø/m Ø/a	1382
573	Nubri	Fire	mẽ	mẽ	m !ẽ/e	m !ẽ/e	1251
574	Nubri	Mud	t̪ampa	t̪ampa	t̪ a m + p a	t̪ a.m + p a	1342
575	Nubri	Dust	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	1237
576	Nubri	Tree	t̪oŋpo	t̪oŋpo	t̪ o ŋ + p o	t̪ o.ŋ + p o	1039
577	Nubri	Leaf	loma	loma	l o + m a	l o + m a	1315
578	Nubri	Root	tsa	tsa	ts a	ts a	1371
579	Nubri	Flower	met̪o	met̪o	m e + t̪ o !Ø/ʔ	m e + t̪ o.!Ø/ʔ	1257
580	Nubri	Fruit	ɕiŋt̪oʔ	ɕiŋt̪oʔ	ɕ i ŋ + t̪ o ʔ	ɕ i.ŋ + t̪ o.ʔ	1263
581	Nubri	Wheat (husked)	toh	toh	t̪ o h	t̪ o.h	1091
582	Nubri	Barley	n̪e:	n̪e:	n eː	n eː	53
